股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
1303,南亞,7550000,7920000,370000,0.78%,0.89%
2327,國巨*,10050000,9000000,-1050000,5.66%,4.95%
3529,力旺,269000,160000,-109000,0.46%,0.26%
6488,環球晶,2000000,2100000,100000,1.50%,1.60%
8046,南電,795000,1050000,255000,0.51%,0.72%
