股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
1560,中砂,900000,1000000,100000,0.40%,0.44%
2330,台積電,12900000,12800000,-100000,18.03%,18.39%
2383,台光電,1200000,1140000,-60000,3.75%,3.62%
3017,奇鋐,3380000,3450000,70000,4.95%,5.18%
3711,日月光投控,5000000,5300000,300000,1.97%,2.14%
4979,華星光,300000,100000,-200000,0.08%,0.03%
5347,世界,9911000,5500000,-4411000,1.24%,0.65%
