股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
3436 JP,SUMCO CORP,1291200,1572000,280800,2.19%,2.73%
AMAT US,APPLIED MATERIALS INC,125000,135000,10000,3.86%,4.27%
BE US,BLOOM ENERGY CORP- A,250000,280000,30000,3.14%,3.62%
NOW US,SERVICENOW INC,150000,200000,50000,0.90%,1.11%
VECO US,VEECO INSTRUMENTS INC,200000,400000,200000,0.60%,1.23%
