股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
2383,台光電,4597000,4653000,56000,8.94%,8.97%
3037,欣興,15203000,15779000,576000,4.80%,5.03%
3711,日月光投控,12742000,14770000,2028000,2.91%,3.64%
8046,南電,8949000,9149000,200000,3.62%,4.05%
