股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
2313,華通電腦,9000,9253,253,0.003%,0.003%
2408,南亞科技,9500000,9800000,300000,5.402%,5.830%
3037,欣興電子,4000000,4100000,100000,4.856%,4.759%
6223,旺矽科技,550000,560000,10000,4.909%,4.715%
7769,鴻勁精密,300000,320000,20000,2.704%,2.718%
8046,南亞電路,2600000,2700000,100000,4.439%,4.625%
