股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
2327,國巨*,7000000,6000000,-1000000,3.16%,2.43%
2368,金像電,2750000,2060000,-690000,1.65%,1.23%
2455,全新,450000,336000,-114000,0.08%,0.06%
3653,健策,780000,800000,20000,1.62%,1.64%
3665,貿聯-KY,300000,360000,60000,0.34%,0.42%
5274,信驊,94500,109500,15000,0.79%,0.91%
6488,環球晶,2250000,2350000,100000,1.80%,1.91%
6515,穎崴,171000,161000,-10000,0.67%,0.63%
