股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
3533,嘉澤,416000,291000,-125000,0.30%,0.21%
6488,環球晶,350000,50000,-300000,0.13%,0.02%
6510,精測,636000,457000,-179000,0.71%,0.50%
8358,金居,490000,1000,-489000,0.10%,0.00%
