股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
2317,鴻海,7307000,5114000,-2193000,0.65%,0.44%
2439,美律,18000,1000,-17000,0.00%,0.00%
3037,欣興,14735000,15203000,468000,5.16%,5.60%
3533,嘉澤,852000,652000,-200000,0.65%,0.47%
4966,譜瑞-KY,1116000,624000,-492000,0.25%,0.14%
6223,旺矽,2367000,2382000,15000,5.15%,5.00%
6510,精測,830000,636000,-194000,0.90%,0.66%
6515,穎崴,281000,252000,-29000,0.81%,0.70%
8046,南電,8917000,8949000,32000,3.46%,3.65%
