股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
2449,京元電子,1886000,4119000,2233000,0.21%,0.46%
3037,欣興,16333000,16607000,274000,5.41%,5.67%
3711,日月光投控,15284000,15770000,486000,3.71%,3.93%
5274,信驊,416900,448900,32000,2.05%,2.28%
