股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
3436 JP,SUMCO CORP,875400.0,1117500,242100.0,1.29%,1.70%
6976 JP,TAIYO YUDEN CO LTD,715000.0,760000,45000.0,5.05%,5.15%
7826 JP,FURUYA METAL CO LTD,148000.0,42000,-106000.0,0.37%,0.11%
ARM US,ARM HOLDINGS PLC,55000.0,6946,-48054.0,0.94%,0.12%
KLAC US,KLA CORP,0.0,60000,60000.0,0%,0.76%
