股票代號,股票名稱,股數_昨日,股數_今日,股數差異,持股權重_昨日,持股權重_今日
2449,京元電子,4119000,5193000,1074000,0.46%,0.61%
3711,日月光投控,15770000,16135000,365000,3.93%,4.07%
6488,環球晶,50000,1000,-49000,0.03%,0.00%
6515,穎崴,204000,130000,-74000,0.54%,0.32%
